ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
204667_at	1.80e-01	6.52e-02	-1.891833	-4.917449	-0.0837264	FOXA1	forkhead box A1
207197_at	1.80e-01	6.53e-02	-1.891508	-4.918019	-0.0466967	ZIC3	Zic family member 3
214189_s_at	1.80e-01	6.53e-02	-1.891507	-4.918021	-0.099239	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2
221918_at	1.80e-01	6.53e-02	1.891183	-4.918589	0.4587682	CDK17	cyclin dependent kinase 17
213373_s_at	1.80e-01	6.53e-02	-1.890961	-4.91898	-0.5239906	CASP8	caspase 8
212134_at	1.80e-01	6.53e-02	-1.890939	-4.919018	-0.1764966	MIR6716///PHLDB1	microRNA 6716///pleckstrin homology like domain family B member 1
216830_at	1.80e-01	6.53e-02	-1.890885	-4.919112	-0.0899372	LOC101929047///HERC2P10///HERC2	uncharacterized LOC101929047///hect domain and RLD 2 pseudogene 10///HECT and RLD domain containing E3 ubiquitin protein ligase 2
215244_at	1.81e-01	6.54e-02	-1.890506	-4.919778	-0.1557371	DGCR5	DiGeorge syndrome critical region gene 5 (non-protein coding)
220910_at	1.81e-01	6.54e-02	-1.890443	-4.919888	-0.1305202	FRAS1	Fraser extracellular matrix complex subunit 1
202421_at	1.81e-01	6.54e-02	-1.890114	-4.920465	-0.1794472	IGSF3	immunoglobulin superfamily member 3
201775_s_at	1.81e-01	6.54e-02	-1.890069	-4.920545	-0.245795	EFCAB14	EF-hand calcium binding domain 14
220283_at	1.81e-01	6.55e-02	-1.889691	-4.921207	-0.0578738	HHIPL2	HHIP like 2
217416_x_at	1.81e-01	6.55e-02	-1.889675	-4.921235	-0.1331131		
219767_s_at	1.81e-01	6.55e-02	1.889633	-4.92131	0.3707986	CRYZL1	crystallin zeta like 1
207996_s_at	1.81e-01	6.55e-02	1.889525	-4.921499	0.4881085	LDLRAD4	low density lipoprotein receptor class A domain containing 4
200770_s_at	1.81e-01	6.55e-02	-1.889469	-4.921598	-0.3390507	LAMC1	laminin subunit gamma 1
203770_s_at	1.81e-01	6.55e-02	-1.889432	-4.921662	-0.1463532	STS	steroid sulfatase (microsomal), isozyme S
219285_s_at	1.81e-01	6.55e-02	-1.889359	-4.92179	-0.1488381	NIN	ninein
206827_s_at	1.81e-01	6.56e-02	-1.889308	-4.92188	-0.1634884	TRPV6	transient receptor potential cation channel subfamily V member 6
221966_at	1.81e-01	6.56e-02	1.8893	-4.921894	0.1188536	GPR137	G protein-coupled receptor 137
201912_s_at	1.81e-01	6.56e-02	1.889135	-4.922183	0.4484903	GSPT1	G1 to S phase transition 1
220679_s_at	1.81e-01	6.56e-02	1.889053	-4.922327	0.060254	CDH7	cadherin 7
215959_at	1.81e-01	6.56e-02	-1.889027	-4.922372	-0.1082425		
210724_at	1.81e-01	6.56e-02	-1.888903	-4.92259	-0.1884777	ADGRE3	adhesion G protein-coupled receptor E3
215657_at	1.81e-01	6.56e-02	-1.888751	-4.922857	-0.083337	SLC26A3	solute carrier family 26 member 3
210054_at	1.81e-01	6.56e-02	-1.888718	-4.922915	-0.4427541	HAUS3	HAUS augmin like complex subunit 3
221328_at	1.81e-01	6.56e-02	-1.888652	-4.923031	-0.0924453	CLDN17	claudin 17
215314_at	1.81e-01	6.56e-02	-1.888643	-4.923046	-0.1381215		
203297_s_at	1.81e-01	6.56e-02	-1.888618	-4.92309	-0.2872258	JARID2	jumonji and AT-rich interaction domain containing 2
219746_at	1.81e-01	6.57e-02	-1.888579	-4.923159	-0.06618	DPF3	double PHD fingers 3
216131_at	1.81e-01	6.57e-02	-1.888539	-4.923227	-0.1417773	FRMD4B	FERM domain containing 4B
202701_at	1.81e-01	6.57e-02	-1.888457	-4.923372	-0.2949541	BMP1	bone morphogenetic protein 1
214168_s_at	1.81e-01	6.57e-02	-1.888353	-4.923554	-0.1506734	TJP1	tight junction protein 1
204179_at	1.81e-01	6.57e-02	-1.888287	-4.92367	-0.1252625	MB	myoglobin
221408_x_at	1.81e-01	6.57e-02	-1.888235	-4.923761	-0.0656973	PCDHB12	protocadherin beta 12
221438_s_at	1.81e-01	6.57e-02	-1.888186	-4.923847	-0.0756102	TEX12	testis expressed 12
201644_at	1.81e-01	6.58e-02	-1.887789	-4.924542	-0.3648524	TSTA3	tissue specific transplantation antigen P35B
208892_s_at	1.81e-01	6.58e-02	-1.887749	-4.924613	-0.8642739	DUSP6	dual specificity phosphatase 6
207467_x_at	1.81e-01	6.58e-02	-1.887348	-4.925316	-0.5440094	CAST	calpastatin
221832_s_at	1.81e-01	6.59e-02	-1.886972	-4.925974	-0.5492955	LUZP1	leucine zipper protein 1
216763_at	1.81e-01	6.59e-02	-1.886932	-4.926044	-0.068619		
221316_at	1.81e-01	6.59e-02	-1.886784	-4.926305	-0.0931574	CATSPERG	cation channel sperm associated auxiliary subunit gamma
220555_s_at	1.81e-01	6.60e-02	-1.886404	-4.92697	-0.087795	PDZD7	PDZ domain containing 7
202247_s_at	1.81e-01	6.60e-02	1.886206	-4.927316	0.3356439	MTA1	metastasis associated 1
214808_at	1.81e-01	6.60e-02	1.885909	-4.927837	0.5333385		
209957_s_at	1.81e-01	6.60e-02	-1.885884	-4.92788	-0.1467251	NPPA	natriuretic peptide A
39313_at	1.82e-01	6.61e-02	-1.885625	-4.928334	-0.2401747	WNK1	WNK lysine deficient protein kinase 1
211385_x_at	1.82e-01	6.61e-02	-1.885546	-4.928471	-0.3487465	SULT1A2	sulfotransferase family 1A member 2
207765_s_at	1.82e-01	6.61e-02	-1.885051	-4.929339	-0.2554278	FAM214B	family with sequence similarity 214 member B
214296_x_at	1.82e-01	6.62e-02	-1.884662	-4.93002	-0.0626355	IZUMO4	IZUMO family member 4
217345_at	1.82e-01	6.62e-02	-1.884643	-4.930053	-0.0901898	SMNP	survival of motor neuron 1, telomeric pseudogene
218723_s_at	1.82e-01	6.62e-02	-1.884538	-4.930238	-1.0080011	RGCC	regulator of cell cycle
202320_at	1.82e-01	6.62e-02	1.884507	-4.930291	0.3574972	GTF3C1	general transcription factor IIIC subunit 1
209452_s_at	1.82e-01	6.62e-02	1.88448	-4.930339	0.2515663	VTI1B	vesicle transport through interaction with t-SNAREs 1B
201049_s_at	1.82e-01	6.62e-02	1.884444	-4.930402	0.1307775	RPS18	ribosomal protein S18
207317_s_at	1.82e-01	6.62e-02	-1.884429	-4.930427	-0.093266	CASQ2	calsequestrin 2
221416_at	1.82e-01	6.62e-02	-1.884371	-4.93053	-0.0805753	PLA2G2F	phospholipase A2 group IIF
204600_at	1.82e-01	6.62e-02	-1.88436	-4.930549	-0.1418527	EPHB3	EPH receptor B3
210280_at	1.82e-01	6.63e-02	-1.884048	-4.931094	-0.1542641	MPZ	myelin protein zero
208112_x_at	1.82e-01	6.63e-02	-1.883924	-4.931312	-0.3156944	EHD1	EH domain containing 1
203928_x_at	1.82e-01	6.63e-02	-1.883771	-4.931578	-0.1174933	MAPT	microtubule associated protein tau
218100_s_at	1.82e-01	6.64e-02	1.883525	-4.932009	0.4393786	IFT57	intraflagellar transport 57
220718_at	1.82e-01	6.64e-02	-1.883421	-4.932192	-0.1327195	HEXA-AS1	HEXA antisense RNA 1
203157_s_at	1.82e-01	6.64e-02	1.883387	-4.932251	0.33109	GLS	glutaminase
201869_s_at	1.82e-01	6.64e-02	-1.883205	-4.932568	-0.4555615	TBL1X	transducin (beta)-like 1X-linked
202991_at	1.82e-01	6.64e-02	1.883	-4.932928	0.2093363	STARD3	StAR related lipid transfer domain containing 3
221001_at	1.82e-01	6.65e-02	-1.882686	-4.933478	-0.1756462		
220869_at	1.82e-01	6.65e-02	-1.882538	-4.933735	-0.2929374	UBA6	ubiquitin like modifier activating enzyme 6
205782_at	1.82e-01	6.65e-02	-1.882408	-4.933962	-0.0930154	FGF7	fibroblast growth factor 7
222344_at	1.82e-01	6.65e-02	-1.88231	-4.934134	-0.353063		
203737_s_at	1.82e-01	6.65e-02	1.882282	-4.934183	0.3697446	PPRC1	peroxisome proliferator-activated receptor gamma, coactivator-related 1
204091_at	1.82e-01	6.66e-02	1.88194	-4.934781	0.2642792	PDE6D	phosphodiesterase 6D
213299_at	1.82e-01	6.66e-02	-1.8818	-4.935027	-0.0740041	ZBTB7A	zinc finger and BTB domain containing 7A
206769_at	1.82e-01	6.66e-02	-1.881576	-4.935418	-0.2385482	TMSB4Y	thymosin beta 4, Y-linked
203408_s_at	1.82e-01	6.66e-02	-1.881556	-4.935452	-0.3452828	SATB1	SATB homeobox 1
210662_at	1.83e-01	6.66e-02	-1.881445	-4.935645	-0.1823188	KYNU	kynureninase
207577_at	1.83e-01	6.66e-02	-1.881373	-4.935772	-0.0615909	HTR4	5-hydroxytryptamine receptor 4
213976_at	1.83e-01	6.67e-02	-1.881215	-4.936047	-0.186733	CIZ1	CDKN1A interacting zinc finger protein 1
212765_at	1.83e-01	6.67e-02	-1.881174	-4.936119	-0.5842201	CAMSAP2	calmodulin regulated spectrin associated protein family member 2
208843_s_at	1.83e-01	6.67e-02	1.880739	-4.93688	0.3214989	GORASP2	golgi reassembly stacking protein 2
214226_at	1.83e-01	6.68e-02	-1.880628	-4.937074	-0.0685204	PRSS53	protease, serine 53
205788_s_at	1.83e-01	6.68e-02	1.880593	-4.937135	0.2045136	LOC441155///ZC3H11A	zinc finger CCCH-type domain-containing-like///zinc finger CCCH-type containing 11A
215483_at	1.83e-01	6.68e-02	-1.880588	-4.937143	-0.6523798	AKAP9	A-kinase anchoring protein 9
203850_s_at	1.83e-01	6.68e-02	-1.880506	-4.937286	-0.1113851	KIF1A	kinesin family member 1A
204451_at	1.83e-01	6.68e-02	-1.880458	-4.937371	-0.3758333	FZD1	frizzled class receptor 1
212840_at	1.83e-01	6.68e-02	-1.880421	-4.937436	-0.4159264	UBXN7	UBX domain protein 7
210085_s_at	1.83e-01	6.68e-02	-1.880204	-4.937814	-0.0548835	ANXA9	annexin A9
203338_at	1.83e-01	6.69e-02	-1.879887	-4.938368	-0.2928423	PPP2R5E	protein phosphatase 2 regulatory subunit B'epsilon
216942_s_at	1.83e-01	6.69e-02	-1.879772	-4.93857	-0.5391912	CD58	CD58 molecule
216443_at	1.83e-01	6.69e-02	-1.879586	-4.938893	-0.0927022		
219538_at	1.83e-01	6.69e-02	1.879465	-4.939106	0.2240699	WDR5B	WD repeat domain 5B
202232_s_at	1.83e-01	6.69e-02	1.879378	-4.939258	0.316314	EIF3M	eukaryotic translation initiation factor 3 subunit M
213401_s_at	1.83e-01	6.70e-02	-1.879186	-4.939593	-0.1853063	TBL1X	transducin (beta)-like 1X-linked
212464_s_at	1.83e-01	6.70e-02	-1.879057	-4.939818	-0.8909271	FN1	fibronectin 1
212871_at	1.83e-01	6.70e-02	1.879044	-4.93984	0.3074286	MAPKAPK5	mitogen-activated protein kinase-activated protein kinase 5
200755_s_at	1.83e-01	6.70e-02	-1.878824	-4.940224	-0.40104	CALU	calumenin
218489_s_at	1.83e-01	6.70e-02	1.878712	-4.94042	0.1819364	ALAD	aminolevulinate dehydratase
209162_s_at	1.83e-01	6.70e-02	1.878631	-4.940561	0.3615229	PRPF4	pre-mRNA processing factor 4
65133_i_at	1.83e-01	6.71e-02	1.87832	-4.941104	0.208557	INO80B-WBP1///INO80B	INO80B-WBP1 readthrough (NMD candidate)///INO80 complex subunit B
205121_at	1.83e-01	6.72e-02	-1.877639	-4.942293	-0.0950076	SGCB	sarcoglycan beta
204111_at	1.83e-01	6.72e-02	-1.877573	-4.942408	-0.1560687	HNMT	histamine N-methyltransferase
216585_at	1.83e-01	6.72e-02	-1.877384	-4.942737	-0.13781		
207648_at	1.83e-01	6.72e-02	-1.877312	-4.942863	-0.189513	DRP2	dystrophin related protein 2
204389_at	1.83e-01	6.72e-02	-1.877207	-4.943047	-0.1188945	MAOA	monoamine oxidase A
210334_x_at	1.83e-01	6.72e-02	1.877197	-4.943064	0.4314025	BIRC5	baculoviral IAP repeat containing 5
207625_s_at	1.83e-01	6.72e-02	1.87714	-4.943163	0.3436876	CBFA2T2	CBFA2/RUNX1 translocation partner 2
219639_x_at	1.84e-01	6.73e-02	-1.876882	-4.943613	-0.1935485	PARP6	poly(ADP-ribose) polymerase family member 6
221236_s_at	1.84e-01	6.73e-02	-1.876842	-4.943683	-0.1198689	STMN4	stathmin 4
206645_s_at	1.84e-01	6.73e-02	-1.876732	-4.943874	-0.0970981	NR0B1	nuclear receptor subfamily 0 group B member 1
208926_at	1.84e-01	6.73e-02	-1.876606	-4.944095	-0.4413525	NEU1	neuraminidase 1 (lysosomal sialidase)
208435_s_at	1.84e-01	6.73e-02	-1.87656	-4.944174	-0.0466848	AQP6	aquaporin 6
218038_at	1.84e-01	6.74e-02	1.876264	-4.94469	0.2295799	ATP5SL	ATP5S like
216309_x_at	1.84e-01	6.74e-02	1.876167	-4.944859	0.2865086	JRK	Jrk helix-turn-helix protein
215451_s_at	1.84e-01	6.74e-02	-1.875937	-4.945261	-0.3551106	AFF1	AF4/FMR2 family member 1
209025_s_at	1.84e-01	6.74e-02	-1.875876	-4.945367	-0.3213422	SYNCRIP	synaptotagmin binding cytoplasmic RNA interacting protein
207850_at	1.84e-01	6.74e-02	1.875676	-4.945716	1.1643322	CXCL3	C-X-C motif chemokine ligand 3
217561_at	1.84e-01	6.75e-02	-1.875603	-4.945843	-0.124157	CALCA	calcitonin related polypeptide alpha
213201_s_at	1.84e-01	6.75e-02	-1.87551	-4.946006	-0.5721305	TNNT1	troponin T1, slow skeletal type
208487_at	1.84e-01	6.75e-02	-1.875454	-4.946104	-0.0645371	LMX1B	LIM homeobox transcription factor 1 beta
219528_s_at	1.84e-01	6.75e-02	-1.875139	-4.946653	-0.5584997	BCL11B	B-cell CLL/lymphoma 11B
203720_s_at	1.84e-01	6.75e-02	1.875047	-4.946812	0.2159257	ERCC1	ERCC excision repair 1, endonuclease non-catalytic subunit
214287_s_at	1.84e-01	6.75e-02	-1.874958	-4.946968	-0.093857	CDK13	cyclin dependent kinase 13
202831_at	1.84e-01	6.76e-02	-1.87487	-4.947121	-0.0670836	GPX2	glutathione peroxidase 2
217455_s_at	1.84e-01	6.76e-02	-1.87449	-4.947782	-0.0574426	SSTR2	somatostatin receptor 2
211142_x_at	1.84e-01	6.76e-02	-1.874341	-4.948042	-0.1254507	HLA-DOA	major histocompatibility complex, class II, DO alpha
212678_at	1.84e-01	6.76e-02	1.874325	-4.948069	0.4056603	NF1P9///NF1	neurofibromin 1 pseudogene 9///neurofibromin 1
213793_s_at	1.84e-01	6.77e-02	-1.874135	-4.948401	-0.3532677	HOMER1	homer scaffolding protein 1
205132_at	1.84e-01	6.77e-02	-1.874118	-4.948432	-0.097066	ACTC1	actin, alpha, cardiac muscle 1
216583_x_at	1.84e-01	6.77e-02	1.873897	-4.948815	0.1582564		
202071_at	1.84e-01	6.77e-02	-1.873523	-4.949466	-0.6779776	SDC4	syndecan 4
210482_x_at	1.84e-01	6.78e-02	1.873427	-4.949635	0.1799556	MAP2K5	mitogen-activated protein kinase kinase 5
222350_at	1.84e-01	6.78e-02	-1.873416	-4.949654	-0.1157853		
208702_x_at	1.84e-01	6.78e-02	-1.873195	-4.950037	-0.5064243	APLP2	amyloid beta precursor like protein 2
211207_s_at	1.84e-01	6.78e-02	-1.873188	-4.950051	-0.1209474	ACSL6	acyl-CoA synthetase long-chain family member 6
206012_at	1.84e-01	6.78e-02	-1.872954	-4.950458	-0.0721788	LEFTY1///LEFTY2	left-right determination factor 1///left-right determination factor 2
212267_at	1.84e-01	6.78e-02	1.872949	-4.950466	0.3440092	WAPL	WAPL cohesin release factor
216977_x_at	1.84e-01	6.79e-02	1.872762	-4.950793	0.3351992	SNRPA1	small nuclear ribonucleoprotein polypeptide A'
213907_at	1.84e-01	6.79e-02	1.872745	-4.950822	0.1927843	EEF1E1	eukaryotic translation elongation factor 1 epsilon 1
221794_at	1.85e-01	6.79e-02	-1.872536	-4.951185	-0.0961643	DOCK6	dedicator of cytokinesis 6
204430_s_at	1.85e-01	6.79e-02	1.872191	-4.951787	0.8866235	SLC2A5	solute carrier family 2 member 5
207925_at	1.85e-01	6.80e-02	-1.872005	-4.952109	-0.0902337	CST5	cystatin D
214379_at	1.85e-01	6.80e-02	-1.871989	-4.952137	-0.1437459	HNRNPDL	heterogeneous nuclear ribonucleoprotein D like
217326_x_at	1.85e-01	6.80e-02	-1.871736	-4.952577	-0.0706592	IL23A///TRBV19	interleukin 23 subunit alpha///T cell receptor beta variable 19
206044_s_at	1.85e-01	6.80e-02	-1.8716	-4.952815	-0.1973869	KIAA1549///BRAF	KIAA1549///B-Raf proto-oncogene, serine/threonine kinase
216126_at	1.85e-01	6.80e-02	-1.871504	-4.952981	-0.1410168	LINC00663	long intergenic non-protein coding RNA 663
214169_at	1.85e-01	6.81e-02	-1.87135	-4.953249	-0.3978068	SUN1	Sad1 and UNC84 domain containing 1
221667_s_at	1.85e-01	6.81e-02	-1.871343	-4.953263	-0.0725807	HSPB8	heat shock protein family B (small) member 8
215944_at	1.85e-01	6.81e-02	-1.871242	-4.953437	-0.0756581	LINC01361	long intergenic non-protein coding RNA 1361
210174_at	1.85e-01	6.81e-02	-1.871223	-4.95347	-0.1449393	NR5A2	nuclear receptor subfamily 5 group A member 2
219010_at	1.85e-01	6.81e-02	-1.870782	-4.954237	-0.8312	C1orf106	chromosome 1 open reading frame 106
209779_at	1.85e-01	6.81e-02	-1.87075	-4.954292	-0.142464	LLPH	LLP homolog, long-term synaptic facilitation
211128_at	1.85e-01	6.82e-02	-1.870655	-4.954459	-0.0611597	EDA	ectodysplasin A
218419_s_at	1.85e-01	6.82e-02	-1.870389	-4.954922	-0.2014763	TMUB2	transmembrane and ubiquitin like domain containing 2
218426_s_at	1.85e-01	6.82e-02	-1.870212	-4.955229	-0.1432652	RNF216	ring finger protein 216
207366_at	1.85e-01	6.83e-02	-1.869839	-4.955878	-0.2017841	KCNS1	potassium voltage-gated channel modifier subfamily S member 1
216271_x_at	1.85e-01	6.83e-02	-1.869819	-4.955912	-0.0548921	SYDE1	synapse defective Rho GTPase homolog 1
207343_at	1.85e-01	6.83e-02	-1.869628	-4.956243	-0.0466248	LYZL6	lysozyme like 6
206856_at	1.85e-01	6.83e-02	-1.869375	-4.956684	-0.0705128	LILRB5	leukocyte immunoglobulin like receptor B5
212757_s_at	1.85e-01	6.83e-02	1.869308	-4.956801	0.3181836	CAMK2G	calcium/calmodulin dependent protein kinase II gamma
202523_s_at	1.85e-01	6.83e-02	-1.869306	-4.956804	-0.1366729	SPOCK2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2
211932_at	1.85e-01	6.83e-02	1.869296	-4.956821	0.266921	HNRNPA3	heterogeneous nuclear ribonucleoprotein A3
218181_s_at	1.85e-01	6.84e-02	-1.869267	-4.956872	-0.5241495	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4
204480_s_at	1.85e-01	6.84e-02	1.869151	-4.957073	0.2839609	C9orf16	chromosome 9 open reading frame 16
216471_x_at	1.85e-01	6.84e-02	-1.869138	-4.957095	-0.1256614	SSX2B///SSX2	SSX family member 2B///SSX family member 2
219722_s_at	1.85e-01	6.84e-02	-1.869112	-4.957141	-0.1850144	GDPD3	glycerophosphodiester phosphodiesterase domain containing 3
38703_at	1.85e-01	6.84e-02	1.868932	-4.957454	0.2115719	DNPEP	aspartyl aminopeptidase
214859_at	1.85e-01	6.84e-02	-1.868919	-4.957476	-0.0863219	FSTL4	follistatin like 4
213661_at	1.85e-01	6.85e-02	-1.868457	-4.958279	-0.0968573	PAMR1	peptidase domain containing associated with muscle regeneration 1
33778_at	1.85e-01	6.85e-02	-1.868302	-4.958549	-0.1995011	TBC1D22A	TBC1 domain family member 22A
211848_s_at	1.85e-01	6.85e-02	-1.868282	-4.958584	-0.0849519	CEACAM7	carcinoembryonic antigen related cell adhesion molecule 7
211091_s_at	1.85e-01	6.85e-02	-1.868177	-4.958766	-0.0672334	NF2	neurofibromin 2
212113_at	1.85e-01	6.85e-02	1.86809	-4.958917	0.2189229	ATXN7L3B	ataxin 7 like 3B
212477_at	1.85e-01	6.85e-02	-1.867995	-4.959082	-0.0556221	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2
207603_at	1.85e-01	6.85e-02	-1.86797	-4.959126	-0.1141179	SLC4A7	solute carrier family 4 member 7
201104_x_at	1.85e-01	6.85e-02	-1.867914	-4.959223	-0.337058	NBPF25P///NBPF26///NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF14	neuroblastoma breakpoint family member 25, pseudogene///neuroblastoma breakpoint family member 26///neuroblastoma breakpoint family member 19///neuroblastoma breakpoint family member 20///neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 8///neuroblastoma breakpoint family member 9///neuroblastoma breakpoint family member 15///neuroblastoma breakpoint family member 11///neuroblastoma breakpoint family member 14
217886_at	1.86e-01	6.86e-02	1.867688	-4.959615	0.4752333	EPS15	epidermal growth factor receptor pathway substrate 15
219878_s_at	1.86e-01	6.86e-02	-1.867597	-4.959773	-0.3940769	KLF13	Kruppel like factor 13
202800_at	1.86e-01	6.86e-02	-1.86751	-4.959924	-0.3157222	SLC1A3	solute carrier family 1 member 3
205949_at	1.86e-01	6.86e-02	-1.867399	-4.960117	-0.1509647	CA1	carbonic anhydrase 1
203920_at	1.86e-01	6.86e-02	1.867298	-4.960292	0.7411274	NR1H3	nuclear receptor subfamily 1 group H member 3
215342_s_at	1.86e-01	6.86e-02	-1.867238	-4.960398	-0.2587497	RABGAP1L	RAB GTPase activating protein 1 like
221163_s_at	1.86e-01	6.86e-02	-1.867232	-4.960408	-0.2116578	MLXIPL	MLX interacting protein like
205875_s_at	1.86e-01	6.87e-02	-1.866973	-4.960857	-0.2404583	ATRIP///TREX1	ATR interacting protein///three prime repair exonuclease 1
209148_at	1.86e-01	6.87e-02	1.866919	-4.960951	0.1990443	RXRB	retinoid X receptor beta
217597_x_at	1.86e-01	6.87e-02	-1.866841	-4.961086	-0.2223492	RAB40B	RAB40B, member RAS oncogene family
219228_at	1.86e-01	6.87e-02	1.866799	-4.96116	0.6323981	ZNF331	zinc finger protein 331
219585_at	1.86e-01	6.87e-02	-1.866728	-4.961283	-0.0705861	CCDC28B	coiled-coil domain containing 28B
216651_s_at	1.86e-01	6.87e-02	-1.866641	-4.961434	-0.0520313	GAD2	glutamate decarboxylase 2
215536_at	1.86e-01	6.87e-02	-1.866548	-4.961594	-0.0577958	HLA-DQB2	major histocompatibility complex, class II, DQ beta 2
219169_s_at	1.86e-01	6.88e-02	1.866373	-4.961899	0.2630339	TFB1M	transcription factor B1, mitochondrial
201058_s_at	1.86e-01	6.88e-02	-1.86626	-4.962095	-0.8677708	MYL9	myosin light chain 9
202308_at	1.86e-01	6.88e-02	1.866085	-4.962398	0.1480741	SREBF1	sterol regulatory element binding transcription factor 1
216657_at	1.86e-01	6.88e-02	-1.866077	-4.962412	-0.1266463	ATXN3	ataxin 3
203101_s_at	1.86e-01	6.88e-02	1.866052	-4.962455	0.0798978	MGAT2	mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
210971_s_at	1.86e-01	6.88e-02	-1.866052	-4.962456	-0.3478583	ARNTL	aryl hydrocarbon receptor nuclear translocator like
206234_s_at	1.86e-01	6.88e-02	-1.865955	-4.962624	-0.0407552	MMP17	matrix metallopeptidase 17
219603_s_at	1.86e-01	6.89e-02	1.865729	-4.963016	0.3256106	ZNF226	zinc finger protein 226
214636_at	1.86e-01	6.89e-02	-1.865584	-4.963268	-0.0670136	CALCB	calcitonin related polypeptide beta
200764_s_at	1.86e-01	6.89e-02	1.865484	-4.963441	0.3773322	CTNNA1	catenin alpha 1
210437_at	1.86e-01	6.89e-02	-1.865328	-4.963713	-0.1503905	MAGEA9B///MAGEA9	MAGE family member A9B///MAGE family member A9
209570_s_at	1.86e-01	6.89e-02	-1.865085	-4.964134	-0.0478407	NSG1	neuron specific gene family member 1
212870_at	1.86e-01	6.90e-02	-1.864919	-4.964422	-0.3279907	SOS2	SOS Ras/Rho guanine nucleotide exchange factor 2
AFFX-BioB-M_at	1.86e-01	6.90e-02	-1.864771	-4.964679	-0.4161039		
217128_s_at	1.86e-01	6.90e-02	-1.864617	-4.964945	-0.1893927	CAMK1G	calcium/calmodulin dependent protein kinase IG
219175_s_at	1.86e-01	6.90e-02	1.864444	-4.965246	0.3084331	SLC41A3	solute carrier family 41 member 3
216173_at	1.86e-01	6.91e-02	-1.864302	-4.965492	-0.0823436		
210139_s_at	1.86e-01	6.91e-02	1.864258	-4.965569	0.3830834	PMP22	peripheral myelin protein 22
210311_at	1.86e-01	6.91e-02	-1.864235	-4.965609	-0.1917839	FGF5	fibroblast growth factor 5
217282_at	1.86e-01	6.91e-02	-1.863903	-4.966184	-0.1186917	MAN1A2	mannosidase alpha class 1A member 2
203549_s_at	1.86e-01	6.92e-02	-1.863446	-4.966976	-0.5884724	LPL	lipoprotein lipase
220491_at	1.86e-01	6.92e-02	-1.863242	-4.967329	-0.212046	HAMP	hepcidin antimicrobial peptide
209845_at	1.86e-01	6.92e-02	-1.863184	-4.96743	-0.4521711	MKRN1	makorin ring finger protein 1
221084_at	1.87e-01	6.93e-02	-1.86292	-4.967888	-0.0504597	HTR3B	5-hydroxytryptamine receptor 3B
202048_s_at	1.87e-01	6.93e-02	1.862601	-4.968441	0.1128002	CBX6	chromobox 6
205580_s_at	1.87e-01	6.93e-02	-1.862402	-4.968786	-0.0578511	HRH1	histamine receptor H1
